course_code,course_number,course_type,course_url,credit_hours,department,department_name,description,distribution_group,grade_mode,language,long_title,prerequisites,restrictions,title
ELEC 558,558,Lecture,,3,ELEC,Electrical & Computer Eng.,"Methods for analysis of discrete-time signals and design of discrete-time systems including topics of: discrete-time linear systems, difference equations, z-transforms, discrete convolution, stability, discrete-time Fourier transforms, analog-to-digital and digital-to-analog conversion, digital filter design, discrete Fourier transforms, fast Fourier transforms, multi-rate signal processing, filter banks, and spectral analysis. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 431. Mutually Exclusive: Cannot register for ELEC 558 if student has credit for ELEC 431.",,Standard Letter,Taught in English,DIGITAL SIGNAL PROCESSING,,Must be enrolled in one of the following Level(s): Graduate,DIGITAL SIGNAL PROCESSING
ELEC 560,560,Lecture,,3,ELEC,Electrical & Computer Eng.,"Topics covered include MEMS, MOEMS, and NEMS systems along with special materials such as liquid crystals, piezoelectrics, memory metal, and topological insulators. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 460. Mutually Exclusive: Cannot register for ELEC 560 if student has credit for ELEC 460.",,Standard Letter,Taught in English,PHYSICS OF SENSOR MATERIALS AND NANOSENSOR TECHNOLOGY,,Must be enrolled in one of the following Level(s): Graduate,PHYSICS OF SENSORS
ELEC 562,562,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course provides an introduction to the fundamental principles of semiconductor optoelectronic devices. After reviewing the basic elements of quantum mechanics of electrons and photons, light-matter interaction (including laser oscillations), and semiconductor physics (band structure, heterostructures and alloys, optical processes), we will study the details of modern semiconductor devices for the generation, detection, and modulation of light. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 462. Mutually Exclusive: Cannot register for ELEC 562 if student has credit for ELEC 462.",,Standard Letter,Taught in English,OPTOELECTRONIC DEVICES,,Must be enrolled in one of the following Level(s): Graduate,OPTOELECTRONIC DEVICES
ELEC 563,563,Lecture,,3,ELEC,Electrical & Computer Eng.,"Fundamental concepts of crystalline solids, including crystal structure, band theory of electrons, and lattice vibration theory. Cross-list: PHYS 563.",,Standard Letter,Taught in English,INTRODUCTION TO SOLID STATE PHYSICS I,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO SOLID STATE PHYSICS I
ELEC 564,564,Lecture,,3,ELEC,Electrical & Computer Eng.,"Continuation of PHYS 563, including scattering of waves by crystals, transport theory, and magnetic phenomena. Cross-list: PHYS 564.",,Standard Letter,Taught in English,SOLID-STATE PHYSICS II,,Must be enrolled in one of the following Level(s): Graduate,INTRO SOLID STATE PHYSICS II
ELEC 565,565,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course introduces fundamental concepts in solid state physics, including crystal structure and symmetry, phonons, electrons and holes, energy band structure, light-matter interactions. The lectures will discuss the applications of these fundamentals in heat transfer, electron scattering and optical properties in solids, as well as in optoelectronic devices. The course also introduces emerging materials, such as low-dimensional materials, perovskites, topological materials.  Recommended Prerequisite(s): Knowledge of quantum mechanics and solid state physics",,Standard Letter,Taught in English,SOLID STATE MATERIALS AND DEVICE APPLICATIONS,,Must be enrolled in one of the following Level(s): Graduate,SOLID STATE MATERIAL & APPS
ELEC 566,566,Lecture,,3,ELEC,Electrical & Computer Eng.,"The course will discuss basic concepts of nanophotonics and focus on what metamaterials are, how they work and how to build them. The course will conclude with applications of various meta-devices and upcoming research topics.",,Standard Letter,Taught in English,NANOPHOTONICS AND METAMATERIALS,,Must be enrolled in one of the following Level(s): Graduate,NANOPHOTONICS & METAMATERIALS
ELEC 568,568,Lecture,,3,ELEC,Electrical & Computer Eng.,"Quantum information science and technology have been rapidly developed amid the global quantum research effort on quantum computing, communication, simulation and sensing. Significant progress has been made in quantum computing, demonstrating unprecedented quantum advantage over classical computers on specific computation tasks. This course will cover the engineering and mathematics aspects of quantum computing and algorithms, as well as discuss software implementation using Qiskit on Python platform and hardware implementation using real IBM quantum computers. Graduate/Undergraduate Equivalency: ELEC 468. Recommended Prerequisite(s): Linear Algebra Mutually Exclusive: Cannot register for ELEC 568 if student has credit for ELEC 468.",,Standard Letter,Taught in English,INTRODUCTION TO QUANTUM COMPUTING WITH QISKIT,,Must be enrolled in one of the following Level(s): Graduate,QUANTUM COMPUTING WITH QISKIT
ELEC 569,569,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course covers the generation, propagation, and measurement of short laser pulses, of duration less than one picosecond. Concepts include mode locking, the effects of dispersion, optical pulse amplification, and time-domain non-linear optical phenomena. Intended as an introduction to ultrafast phenomena for graduate students or advanced undergraduates; a basic understanding of electromagnetic waves and of quantum mechanics is assumed. Cross-list: PHYS 569.",,Standard Letter,Taught in English,ULTRAFAST OPTICAL PHENOMENA,,Must be enrolled in one of the following Level(s): Graduate,ULTRAFAST OPTICAL PHENOMENA
ELEC 570,570,Lecture,http://cauribe.rice.edu/ece677/,3,ELEC,Electrical & Computer Eng.,"This course will provide a comprehensive presentation of modern design and analysis methods for distributed and decentralized algorithms for signal processing, optimization, control and machine learning applications. The course will focus on mathematical analysis techniques for the iteration, computational and communication complexity of distributed data processing methods over networks, where data is generated, stored or processed by groups of computational units or agents connected via communication channels over networks. The aim is to introduce modern approaches for distributed information processing with a deep understanding on the effects of communication constraints, network topology, computational resources, and robustness. The contents of this course lie in the intersection of network science, optimization and machine learning. Topics will cover the classical literature in distributed decision making, opinion dynamics, distributed optimization, decentralized control, to more recent topics in distributed machine learning, federated learning, and social learning.  Recommended Prerequisite(s): Linear Algebra, Probability Theory, Nonlinear Optimization, Numerical Analysis",,Standard Letter,Taught in English,DISTRIBUTED METHODS FOR OPTIMIZATION AND MACHINE LEARNING,,Must be enrolled in one of the following Level(s): Graduate,DISTRIBUTED OPT AND ML
ELEC 571,571,Seminar,,3,ELEC,Electrical & Computer Eng.,"A survey of the techniques used in imaging micron and nanometer structures with an emphasis on applications in chemistry, physics, biology, and engineering. The course includes an introduction to scanning probe, submicron optical, and electron microscopies, as well as discussions on the fundamental and practical aspects of image acquisition, artifacts, filtering, and machine learning analysis of such data. Homeworks will involve some familiarity and proficiency with Matlab. The final project will include analysis of the student's own research data.",,Standard Letter,Taught in English,IMAGING AT THE NANOSCALE,,Must be enrolled in one of the following Level(s): Graduate,IMAGING AT THE NANOSCALE
ELEC 572,572,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course will provide a hands-on experience on the modeling of micro and nano systems based on the mutual interaction among different physical phenomena. COMSOL Multiphysics, based on the Finite Element Method (FEM), will be utilized as flexible modeling tool to learn how to design a wide range of devices or describe coupled physical mechanisms including electromagnetic waves, heat transfer, fluid dynamics and mass transport. The course will focus in particular on the interaction between light and nanomaterials and how electromagnetic heat dissipation can play a major role in different applications  Recommended Prerequisite(s): Basic electromagnetism and basic calculus",,Standard Letter,Taught in English,FINITE ELEMENT METHOD FOR MULTIPHYSICS MODELING,,Must be enrolled in one of the following Level(s): Graduate,MULTIPHYSICS MODELING
ELEC 573,573,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course provides an introduction to complex networks, their structure, and function, with examples from engineering, biology, and social sciences. Topics include spectral graph theory, notions of centrality, community detection, random graph models, inference in networks, opinion dynamics, and contagion phenomena. Our main goal is to study network structures and how they can be leveraged to better understand data defined on them.  Recommended Prerequisite(s): Linear algebra, probability and statistics, and basic ability to program in Python.",,Standard Letter,Taught in English,NETWORK SCIENCE AND ANALYTICS,,Must be enrolled in one of the following Level(s): Graduate,NETWORK SCIENCE AND ANALYTICS
ELEC 574,574,Lecture,,3,ELEC,Electrical & Computer Eng.,"Wireless and mobile computing, affordable sensors and interaction
devices being woven into our daily life and invisible, has created boundless
opportunities for in-the-world computing applications that can transform our lives. This
course will introduce students to the field of Ubiquitous and Wearable Computing -- a multidisciplinary research area that draws from sensors, machine learning, signal processing, as well as human computer interaction. This class combines lectures, hands-on exercises and
assignments, reading state of the art research papers, class discussions and a final
project.",,Standard Letter,Taught in English,UBIQUITOUS AND WEARABLE COMPUTING,,Must be enrolled in one of the following Level(s): Graduate,UBQ AND WEARABLE COMPUTING
ELEC 575,575,Lecture,,3,ELEC,Electrical & Computer Eng.,"Basic information theoretic metrics and probabilistic machine learning tools for signals, images, and other data acquired from sensors, including graphical models, density estimation, principal components analysis, support vector machines, and source separation. Additional course work required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 475. Mutually Exclusive: Cannot register for ELEC 575 if student has credit for ELEC 475. Graduate/Undergraduate Equivalency: ELEC 475. Recommended Prerequisite(s): Introductory background in probability theory and statistics. Mutually Exclusive: Cannot register for ELEC 575 if student has credit for ELEC 475.",,Standard Letter,Taught in English,LEARNING FROM SENSOR DATA,,Must be enrolled in one of the following Level(s): Graduate,LEARNING FROM SENSOR DATA
ELEC 576,576,Lecture,,3,ELEC,Electrical & Computer Eng.,"Deep Machine Learning has recently made many advances in difficult perceptual tasks, including object and phoneme recognition, and natural language processing. However, the field has a steep learning curve, both conceptually and practically. The point of this course is to engage students by jumping into the deep end, and building their own architectures and algorithms. Cross-list: COMP 576. Mutually Exclusive: Cannot register for ELEC 576 if student has credit for COMP 647.",,Standard Letter,Taught in English,A PRACTICAL INTRODUCTION TO DEEP MACHINE LEARNING,,Must be enrolled in one of the following Level(s): Graduate,INTRODUCTION TO DEEP LEARNING
ELEC 578,578,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course is a graduate level introduction to concepts, methods, best practices, and theoretical foundations of machine learning. Topics covered include regression, classification, regularization, kernels, clustering, dimension reduction, decision trees, ensemble learning, and neural networks. Additional work is required for graduate students beyond the undergraduate requirement.
 Graduate/Undergraduate Equivalency: ELEC 478. Recommended Prerequisite(s): Basic statistics and probability, linear algebra, and programming in R or Python are required. Mutually Exclusive: Cannot register for ELEC 578 if student has credit for DSCI 303/ELEC 478.",,Standard Letter,Taught in English,INTRODUCTION TO MACHINE LEARNING,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO MACHINE LEARNING
ELEC 580,580,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course will provide a basic understanding of the principles of applied quantum mechanics, with examples of real-world applications. A foundation is laid for advanced topics in the areas of lasers, microwave and optical detectors, nanoelectronics, quantum computers, quantum sensors, etc. Senior undergraduate students and junior graduate students in the areas of quantum engineering, nanotechnology, photonics and electronics, especially experimentalists, will find this course useful. Graduate/Undergraduate Equivalency: ELEC 461. Recommended Prerequisite(s): Basic knowledge of: (1) calculus, linear algebra, complex number, vector operation, differential equations; (2) classical mechanics; (3) classical electromagnetics; (4) atomic structure, chemical boding; (5) basic quantum mechanics, including static Schrodinger equation. Mutually Exclusive: Cannot register for ELEC 580 if student has credit for ELEC 461.",,Standard Letter,Taught in English,QUANTUM MECHANICS AND REAL-WORLD APPLICATIONS,,Must be enrolled in one of the following Level(s): Graduate,QUANTUM MECH AND APPLICATIONS
ELEC 581,581,Lecture,,3,ELEC,Electrical & Computer Eng.,"Quantum information science and engineering (QISE) have been rapidly developed amid the global quantum research effort on quantum computing, communication, simulation and sensing. Development and innovation in these quantum applications necessitate understanding of the core concepts of the quantum information science and knowledge of leading physical platforms for implementation.This course will serve the purpose to introduce the physics and engineering aspects of quantum information processing systems.
The course will be divided into four parts, starting with an introduction of concepts and basic ingredients for quantum information processing. The second part will focus on qubit operations,
utilizing simplified two-level systems for discussions of atom-field interaction and coherent state
manipulations. Part three will cover leading physical platforms for quantum information processing, including trapped ions, neutral atoms, solid-state spins, and superconducting qubits. In the last part, extended topics about applications of quantum information will be discussed if time permits, such as quantum communications, quantum repeaters, and quantum error correction.  Recommended Prerequisite(s): Quantum mechanics",,Standard Letter,Taught in English,INTRODUCTION TO QUANTUM INFORMATION SCIENCE AND ENGINEERING,,Must be enrolled in one of the following Level(s): Graduate,QUANTUM INFORMATION PROCESSING
ELEC 582,582,Lecture,,3,ELEC,Electrical & Computer Eng.,"The course covers the fundamental properties of light propagation and interaction with matter under the approximations of geometrical optics and scalar wave optics, as well as the fundamentals of optical microscopy. The course emphasizes a system approach to the analysis and design of optical systems from a user and an engineering perspective, focusing on the physical intuition and underlying mathematical tools, and application of the physical concepts to topical engineering domains such as a selection of microscopy techniques. Students will have direct hands-on experience with optics and optical imaging systems in the classroom. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 487. Mutually Exclusive: Cannot register for ELEC 582 if student has credit for ELEC 487.",,Standard Letter,Taught in English,IMAGING OPTICS,,Must be enrolled in one of the following Level(s): Graduate,IMAGING OPTICS
ELEC 583,583,Lecture,,3,ELEC,Electrical & Computer Eng.,"Human brain activity is a specific form bioelectromagnetism commonly referred to as “brain signals” generated by EM fields that can be detected with electric and magnetic sensors. This class will develop your intuition of brain signals through lectures and in-class physics and biophysics modeling. Topics include EM, biophysics, spectral analysis, forward modeling, reciprocity, source localization, and the electrode/insulator design. Your final team project will build a finite element model (FEM) of brain activity and/or biophysical model and analyze those signals in a specific application. Graduate/Undergraduate Equivalency: ELEC 481. Recommended Prerequisite(s): Introductory courses in physics and time-series signal analysis, e.g., ELEC 242 Mutually Exclusive: Cannot register for ELEC 583 if student has credit for ELEC 481.",,Standard Letter,Taught in English,ELECTROMAGNETISM AND THE BRAIN,,Must be enrolled in one of the following Level(s): Graduate,ELECTROMAGNETISM AND THE BRAIN
ELEC 584,584,Lecture,,3,ELEC,Electrical & Computer Eng.,"The objective of this graduate level course is an understanding of the quantum physics and the operation of advanced semiconductor devices. The first part of the course is focused on understanding of advanced quantum concepts related to semiconductor materials and devices, such as energy bands in solids, energy states in quantum wells, density of states for 3D, 2D, and 1D, tunneling, electronic transport, and heterostructures. The second part of the course is focused on the understand-ing and application of the quantum structures for semiconductor devices, including junction field effect transistors (JFETs), heterojunction bipolar transistors (HBTs), high electron mobility transistors (HEMTs), LEDs and lasers, and power devices.  Recommended Prerequisite(s): Basic knowledge of: (1) semiconductor physics, including crystal structure, energy bands, density of states, dopants, equilibrium statistics, non-equilibrium behavior and electronic transport; (2) operation of semiconductor pn junctions and pn diodes. basic knowledge of: (1) semiconductor physics, including crystal structure, energy bands, density of states, dopants, equilibrium statistics, non-equilibrium behavior and electronic transport; (2) operation of semiconductor pn junctions and pn diodes. Mutually Exclusive: Cannot register for ELEC 584 if student has credit for ELEC 484.",,Standard Letter,Taught in English,QUANTUM PHYSICS IN SEMICONDUCTOR DEVICES,,Must be enrolled in one of the following Level(s): Graduate,QUANTUM SEMICONDUCTOR DEVICES
ELEC 587,587,Lecture,,3,ELEC,Electrical & Computer Eng.,This course will serve as an introduction to quantitative modeling of neural activity and the methods used to stimulate and record brain activity. Additional coursework required beyond the undergraduate course requirements. Graduate/Undergraduate Equivalency: ELEC 380. Mutually Exclusive: Cannot register for ELEC 587 if student has credit for ELEC 380.,,Standard Letter,Taught in English,INTRODUCTION TO NEUROENGINEERING: MEASURING AND MANIPULATING NEURAL ACTIVITY,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO NEUROENGINEERING
ELEC 588,588,Lecture,,3,ELEC,Electrical & Computer Eng.,"This course presents the theoretical foundations of cellular and systems neuroscience from a quantitative perspective, integrating mathematical modeling, computational tools, and data analysis. Students will develop and apply differential equations, probabilistic models, and reverse correlation techniques to analyze neural activity and synaptic interactions. The course combines traditional lectures with student-led presentations in a seminar-style format. Coursework includes problem sets, coding-based assignments, and group projects. MATLAB or Python proficiency is strongly recommended. Cross-list: CMOR 615, NEUR 615, Graduate/Undergraduate Equivalency: ELEC 488. Mutually Exclusive: Cannot register for ELEC 588 if student has credit for ELEC 488.",,Standard Letter,Taught in English,THEORETICAL NEUROSCIENCE I: BIOPHYSICAL MODELING OF CELLS AND CIRCUITS,,Must be enrolled in one of the following Level(s): Graduate,THEORETICAL NEUROSCIENCE
ELEC 589,589,Lecture,,3,ELEC,Electrical & Computer Eng.,"How does the brain work? Understanding the brain requires sophisticated theories to make sense of the collective actions of billions of neurons and trillions of synapses. Word theories are not enough; we need mathematical theories. The goal of this course is to provide an introduction to the mathematical theories of learning and computation by neural systems. These theories use concepts from dynamical systems (attractors, oscillations, chaos) and concepts from statistics (information, uncertainty, inference) to relate the dynamics and functions of neural networks. We will apply these theories to sensory computation, learning and memory, and motor control. Students will learn to formalize and mathematically answer questions about neural computations, including “what does a network compute?”, “how does it compute?”, and “why does it compute that way?”
Prerequisites: knowledge of calculus, linear algebra, and probability and statistics. Graduate/Undergraduate Equivalency: ELEC 489. Mutually Exclusive: Cannot register for ELEC 589 if student has credit for ELEC 489.",,Standard Letter,Taught in English,NEURAL COMPUTATION,,Must be enrolled in one of the following Level(s): Graduate,NEURAL COMPUTATION
ELEC 590,590,Research,,1 TO 6,ELEC,Electrical & Computer Eng.,Theoretical and experimental investigations under staff direction. Instructor Permission Required. Repeatable for Credit.,,Standard Letter,Taught in English,GRADUATE NON-THESIS RESEARCH PROJECTS,,Must be enrolled in one of the following Level(s): Graduate,GR NON-THESIS RES PROJECTS
ELEC 591,591,Research,,1 TO 6,ELEC,Electrical & Computer Eng.,"Vertically Integrated Projects (VIP) teams include students from multiple years working on one larger, multi-year project defined by the instructor. Instructor Permission Required.Graduate/Undergraduate Equivalency: ELEC 491. Repeatable for Credit.",,Standard Letter,Taught in English,GRADUATE ELECTRICAL ENGINEERING RESEARCH PROJECTS-VERTICALLY INTEGRATED PROJECTS,,Must be enrolled in one of the following Level(s): Graduate,GRAD ELEC ENG'G RESEARCH VIP
ELEC 592,592,Research,,1,ELEC,Electrical & Computer Eng.,Theoretical and experimental investigations under faculty direction.,,Satisfactory/Unsatisfactory,Taught in English,GRADUATE PRE-THESIS RESEARCH PROJECT EXPLORATION,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Degree(s): Doctor of PhilosophyMust be enrolled in one of the following Major(s): Electrical & Computer Eng.,PRE-THESIS PROJECT EXPLORATION
ELEC 594,594,Laboratory,,3,ELEC,Electrical & Computer Eng.,"Capstone projects for students in the professional master’s in electrical and computer engineering (MECE) program. In order to obtain the MECE degree, students must complete two semesters of this course. This course serves as graded academic credit for capstone projects, which have the goal of producing a completed product, algorithm, design, or similar entity. Capstone projects aim to have students develop practical and technical skills in the area that they are interested in for employment after the MECE program. Projects will be overseen by the instructor usually along with academic and/or industrial collaborators. Typically, students will take this course during both the second and third semesters of the MECE program after having completed a foundations course in the first semester. Instructor Permission Required. Repeatable for Credit.",,Standard Letter,Taught in English,MECE CAPSTONE PROJECT,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Degree(s): Master of Electrical Comp Eng,MECE CAPSTONE PROJECT
ELEC 595,595,Internship/Practicum,,1,ELEC,Electrical & Computer Eng.,"This course is restricted to students in the master's of electrical and computer engineering
(MECE) program. This course introduces current theoretical and applied problems encountered in ECE practice through practical internships. Students will be required to complete a paid or unpaid off-campus internship. MECE students will be required to submit a written, 10-15 page report/document summarizing the ECE experience developed during the
internship, as well documenting how the internship was instrumental to the MECE
course of study. Instructor Permission Required. Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,PRACTICUM IN ELECTRICAL AND COMPUTER ENGINEERING,,Must be enrolled in one of the following Level(s): Graduate,PRACTICUM IN MECE
ELEC 598,598,Lecture/Laboratory,,3,ELEC,Electrical & Computer Eng.,"Introduction to the kinematics, dynamics, and control of robot manipulators and to applications of artificial intelligence and computer vision in robotics. Additional work requied for Graduate course. Cross-list: COMP 598, MECH 598, Graduate/Undergraduate Equivalency: ELEC 498. Mutually Exclusive: Cannot register for ELEC 598 if student has credit for ELEC 498.",,Standard Letter,Taught in English,INTRODUCTION TO ROBOTICS,,Must be enrolled in one of the following Level(s): Graduate,INTRODUCTION TO ROBOTICS
ELEC 599,599,Research,,6,ELEC,Electrical & Computer Eng.,Supervised project required of all first-year graduate students in the Ph.D. program.,,Standard Letter,Taught in English,FIRST YEAR GRAD STUDENT PROJECTS,,Must be enrolled in one of the following Level(s): Graduate,1ST YEAR GRAD STUDENTS PROJECT
ELEC 602,602,Lecture,http://www.ece.rice.edu/~erzsebet/NMLcourseII.html,3,ELEC,Electrical & Computer Eng.,"Advanced topics in ANN theories, with a focus on learning high-dimensional complex manifolds with neural maps (Self-Organizing Maps, Learning Vector Quantizers and variants). Application to data mining, clustering, classification, dimension reduction, sparse representation. The course will be a mix of lectures and seminar discussions with active student participation, based on most recent research publications. Students will have access to professional software environment to implement theories. Cross-list: COMP 602, STAT 602. Repeatable for Credit.",,Standard Letter,Taught in English,NEURAL MACHINE LEARNING AND DATA MINING II,ELEC 502 OR COMP 502 OR STAT 502,Must be enrolled in one of the following Level(s): Graduate,NEURAL MACHINE LEARNING II
ELEC 603,603,Seminar,,2,ELEC,Electrical & Computer Eng.,"This is a course for graduate students in the area of 21st century Photonics, broadly defined (including plasmonics, nanophotonics, plasmonic photocatalysis, metasurfaces, active photonic devices).  Students who should take this course would be students enrolled in Applied Physics, Physical Chemistry, Physics, Chemical Physics, Chemistry, and Photonics in Electrical Engineering. The course will begin with introductory lectures based on landmark papers that built the field and inspired its subfields. Subsequently, each student selects and presents a critical summary of several research papers related to their chosen research topic.  Repeatable for Credit.",,Standard Letter,Taught in English,FOUNDATIONAL AND CURRENT TOPICS IN NANOPHOTONICS RESEARCH,,Must be enrolled in one of the following Level(s): Graduate,CURRENT NANOPHOTONICS RESEARCH
ELEC 605,605,Lecture,,3,ELEC,Electrical & Computer Eng.,See PHYS 605. Cross-list: PHYS 605. Repeatable for Credit.,,Standard Letter,Taught in English,COMPUTATIONAL ELECTRODYNAMICS AND NANOPHOTONICS,,Must be enrolled in one of the following Level(s): Graduate,ELECTRODYNAMICS & NANOPHOTONIC
ELEC 631,631,Lecture,,3,ELEC,Electrical & Computer Eng.,"There is a long history of algorithmic development for solving inferential and estimation problems that play a central role in a variety of learning, sensing, and processing systems, including medical imaging scanners, numerous machine learning algorithms, and compressive sensing, to name just a few.  Until recently, most algorithms for solving inferential and estimation problems have iteratively applied static models derived from physics or intuition. In this course, we will explore a new approach that is based on “learning” various elements of the problem including i) stepsizes and parameters of iterative algorithms, ii) regularizers, and iii) inverse functions.  For example, we will explore a new approach for solving inverse problems that is based on transforming an iterative, physics-based algorithm into a deep network whose parameters can be learned from training data.  For a range of different inverse problems, deep networks have been shown to offer faster convergence to a better quality solution.  Specific topics to be discussed include:  Ill-posed inverse problems, iterative optimization, deep learning, neural networks, learning regularizers. This is a “reading course,” meaning that students will read and present classic and recent papers from the technical literature to the rest of the class in a lively debate format.  Discussions will aim at identifying common themes and important trends in the field.  Students will also get hands on experience with optimization problems and deep learning software through a group project.  Repeatable for Credit.",,Standard Letter,Taught in English,ADVANCED MACHINE LEARNING,,Must be enrolled in one of the following Level(s): Graduate,ADVANCED MACHINE LEARNING
ELEC 632,632,Seminar,,3,ELEC,Electrical & Computer Eng.,Seminar on topics of current research interest in image and video processing. Students participate in selecting and presenting papers from technical literature. Discussions aim at identifying common themes and important trends in the field.,,Standard Letter,Taught in English,ADVANCED TOPICS IN IMAGE AND VIDEO PROCESSING,,Must be enrolled in one of the following Level(s): Graduate,ADV TOPIC IMAGE&VIDEO PROCESS
ELEC 660,660,Seminar,,3,ELEC,Electrical & Computer Eng.,"This is a graduate seminar course on quantum information science and technology.  There is currently a world-wide effort to develop technologies based on the principles of quantum mechanics that are expected to revolutionize computation, communication, and sensing.  These rapid scientific and technological developments can be viewed as the second quantum revolution.  Unlike the first quantum revolution, which occurred during the first few decades of the 20th century and totally changed the way we describe the universe, the second quantum revolution is about controlling individual quantum systems to a much greater extent than before, enabling even more powerful applications of quantum mechanics.  Many of these new applications rely on genuinely quantum, nonintuitive concepts such as superposition and entanglement.  These concepts are becoming more and more common and important in diverse scientific disciplines beyond physics, including materials science, electrical engineering, chemistry, mathematics, and computer science.  We will review some of the latest published papers on quantum materials, devices, and systems, and their practical applications to quantum technologies.  Recommended Prerequisite(s): Understanding of undergraduate-level classical and quantum mechanics, electromagnetism, statistical mechanics, and solid state physics.",,Standard Letter,Taught in English,QUANTUM INFORMATION SCIENCE AND TECHNOLOGY,,Must be enrolled in one of the following Level(s): Graduate,QUANTUM INFO
ELEC 677,677,"Independent Study, Internship/Practicum, Laboratory, Lecture, Lecture/Laboratory, Seminar",,1 TO 4,ELEC,Electrical & Computer Eng.,Topics and credit hours vary each semester. Contact department for current semester's topic(s).  Repeatable for Credit.,,Standard Letter,Taught in English,SPECIAL TOPICS,,Must be enrolled in one of the following Level(s): Graduate,SPECIAL TOPICS
ELEC 680,680,Seminar,,3,ELEC,Electrical & Computer Eng.,"This course will review current nanofabricated technologies for measuring, manipulating, and controlling neural activity. The course will be based on reviewing current academic literature and topics will include nano-electronic, -photonic, -mechanical, and -fluidic neural devices. Cross-list: BIOE 680.",,Standard Letter,Taught in English,NANO-NEUROTECHNOLOGY,,Must be enrolled in one of the following Level(s): Graduate,NANO-NEUROTECHNOLOGY
ELEC 682,682,Seminar,,3,ELEC,Electrical & Computer Eng.,"This course is a seminar format review of the latest (within the last five years) neurotechnology framed around the concept of the nervous system as a network. It has three modules:  Module I discusses methods and approaches for building and mapping a neural network. Module II focuses on technologies for reading networks; and module III on tools for interacting with networks.  Recommended Prerequisite(s): Basic understanding of some neurotechnology such as imaging, organoid culture, electrophysiology, genetic manipulation is beneficial, but not required. Students without any background in neuroscience or neuroengineering may have to do additional reading.",,Standard Letter,Taught in English,SPOTLIGHT ON LATEST NEUROTECHNOLOGY,,Must be enrolled in one of the following Level(s): Graduate,SPOTLIGHT ON LATEST NEUROTECH
ELEC 692,692,Seminar,,1 TO 3,ELEC,Electrical & Computer Eng.,"We will learn about and discuss recent advances in various areas in computer systems, including topics on security, distributed systems, networking, operating systems, and databases. The seminar will be divided into several sections, with each section focusing on one research trend. In each class, students will read one classic paper on the topic, and present two recent papers that describe the stat of the art. Students can also team up and do a semester-long research project on any relevant topics. All students will need to make a final presentation at the end of the class on a potential project idea; for students that choose to do a semester-long project, they will also submit a six-page report on their project, in addition to giving a final presentation. Instructor Permission Required.Cross-list: COMP 645. Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,ADVANCED TOPICS IN DISTRIBUTED SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,ADV TOPICS IN DISTRIBUTED SYST
ELEC 693,693,Seminar,,1 TO 3,ELEC,Electrical & Computer Eng.,"This course is a discussion based seminar about state of the art embedded and digital signal processing systems, with emphasis on both hardware architectures as well as software tools, programming models, and compilers. The seminar focuses on state of the art academic and commercial offerings in these areas. Cross-list: COMP 693. Repeatable for Credit.",,Standard Letter,Taught in English,ADVANCED TOPICS-COMPUTER SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,ADV TOPICS - COMPUTER SYSTEMS
ELEC 698,698,Seminar,,0,ELEC,Electrical & Computer Eng.,"The Professional Masters Seminar Series presents a combination of seminars on emerging research topics in the many areas of ECE and industry-focused professional development. This course includes attendance and reports based on the seminars, colloquia, and distinguished lectures held each semester.  Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,ECE PROFESSIONAL MASTERS SEMINAR SERIES,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Degree(s): Master of Electrical EngMaster of Electrical Comp Eng,ECE PROFESSIONAL MASTER SEM
ELEC 699,699,Seminar,,1,ELEC,Electrical & Computer Eng.,"Frontiers of Electrical and Computer Engineering presents emerging research topics in the many areas of ECE. This course includes attendance and reports based on the seminars, colloquia, and distinguished lectures held each semester.  Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,FRONTIERS OF ELECTRICAL AND COMPUTER ENGINEERING,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Degree(s): Doctor of PhilosophyMaster of ScienceMust be enrolled in one of the following Major(s): Electrical & Computer Eng.,FRONTIERS OF ECE
