course_code,course_number,course_type,course_url,credit_hours,department,department_name,description,distribution_group,grade_mode,language,long_title,prerequisites,restrictions,title
COMP 590,590,Research,,1 TO 4,COMP,Computer Science,"Advanced theoretical and experimental investigations under staff direction. 
The student must have a full-time internship to receive 4 credits for this course. Instructor Permission Required. Repeatable for Credit.",,Standard Letter,Taught in English,COMPUTER SCIENCE PROJECTS,,Must be enrolled in one of the following Level(s): Graduate,COMPUTER SCIENCE PROJECTS
COMP 591,591,Independent Study,,3,COMP,Computer Science,A combination of in-service teaching and a seminar. Instructor Permission Required. Repeatable for Credit.,,Satisfactory/Unsatisfactory,Taught in English,GRADUATE COMPUTER SCIENCE TEACHING,,Must be enrolled in one of the following Level(s): Graduate,GRAD COMPUTER SCIENCE TEACHING
COMP 598,598,Lecture/Laboratory,,3,COMP,Computer Science,"Introduction to the kinematics, dynamics, and control of robot manipulators and to applications of artificial intelligence and computer vision in robotics. Additional work requied for Graduate course. Cross-list: ELEC 598, MECH 598, Graduate/Undergraduate Equivalency: COMP 498. Mutually Exclusive: Cannot register for COMP 598 if student has credit for COMP 498.",,Standard Letter,Taught in English,INTRODUCTION TO ROBOTICS,,Must be enrolled in one of the following Level(s): Graduate,INTRODUCTION TO ROBOTICS
COMP 600,600,Seminar,http://www.clear.rice.edu/comp600/,1,COMP,Computer Science,The seminar course meets weekly to discuss current research results by graduate students in the Computer Science Department. Senior Ph.D. Students are expected to present their research results. This course is open ONLY to MS and Ph.D. Students. MCS students may NOT take this course for credit without the consent of the instructor.  Repeatable for Credit.,,Satisfactory/Unsatisfactory,Taught in English,GRADUATE SEMINAR IN COMPUTER SCIENCE,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Degree(s): Doctor of PhilosophyMaster of Science,GRADUATE SEMINAR
COMP 601,601,Seminar,,1,COMP,Computer Science,"This is a seminar on technical writing and preparing publications for peer review. The focus is on conference papers, around 6-10 pages in length. The main topics are: 1) The structure of a conference publication, with guest lectures from the faculty. 2) Good daily writing habits with a group accountability system. 3) Editing techniques and the development a departmental ""writing community"" with interactive editing sessions.  This course will cover a few topics from ENGI 600, but the main focus will be on short computer science conference documents and interactive peer editing. ENGI 600 is still the correct course to take for writing in general, thesis preparation, or journal publications. This course will complement COMP 600, and to develop the same community for writing as this class does for presentations.  Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,WRITING AND EDITING CONFERENCE PAPERS,,Must be enrolled in one of the following Level(s): Graduate,WRITING & EDITING CONF PAPERS
COMP 602,602,Lecture,http://www.ece.rice.edu/~erzsebet/NMLcourseII.html,3,COMP,Computer Science,"Advanced topics in ANN theories, with a focus on learning high-dimensional complex manifolds with neural maps (Self-Organizing Maps, Learning Vector Quantizers and variants). Application to data mining, clustering, classification, dimension reduction, sparse representation. The course will be a mix of lectures and seminar discussions with active student participation, based on most recent research publications. Students will have access to professional software environment to implement theories. Cross-list: ELEC 602, STAT 602. Repeatable for Credit.",,Standard Letter,Taught in English,NEURAL MACHINE LEARNING AND DATA MINING II,ELEC 502 OR COMP 502 OR STAT 502,Must be enrolled in one of the following Level(s): Graduate,NEURAL MACHINE LEARNING II
COMP 603,603,Lecture,,1,COMP,Computer Science,"Recent advances in machine learning and robotics have led technology users, developers, and policymakers to increasingly consider the role of AI in social, economic, and political life.  Amid both utopian and dystopian visions for the potential of AI, important questions about the role of “artificial” intelligence in “human” society are newly emerging or being considered anew: what kinds of sociotechnical processes count as “AI”? What will be the moral status of “autonomous” entities? What will be the social, cultural, and political impact of AI? What will this impact be in different cultures and nations around the world? In this class, we will draw on a diverse set of historical and theoretical materials - including academic texts, historical analyses, technical reports, and science fiction film and literature - to examine the affordances and limitations of AI in areas such as labor, healthcare, and criminal justice, and on software such as videogames, social media platforms, and virtual reality.  Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,AI ETHICS,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Degree(s): Doctor of PhilosophyMust be enrolled in one of the following Department(s): Computer Science,AI ETHICS
COMP 604,604,Seminar,,3,COMP,Computer Science,"This course is designed for computer science master's students whose careers are increasingly
shaped by changing communication norms in professional settings and by the wide-ranging
ethical implications of technological development. This course will help students to develop
fundamental skills in contemporary professional communication in the United States and to
reflect on the ethical and social dimensions of developing professional careers in computer
science. In a series of lectures, seminar-style discussions, and communication workshops
throughout the course, students will reflect on and articulate responses to critical ethical and
social questions in computer science, including issues related to professional integrity, cultural
and computational biases, and AI and automation. At the same time, students will develop and
practice crucial professional communication skills, including written, oral, and visual content  Mutually Exclusive: Cannot register for COMP 604 if student has credit for COMP 510/COMP 622/ENGI 510/ENGI 529/RCEL 504.",,Standard Letter,Taught in English,PROFESSIONAL ETHICS AND COMMUNICATION IN COMPUTER SCIENCE,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Degree(s): Master of Data ScienceMaster of Computer Science,PROF ETHICS AND COMM IN CS
COMP 605,605,Seminar,,1 OR 3,COMP,Computer Science,"This course offers an in-depth exploration of the mathematical and computational foundations that underpin the algorithms and models used in machine learning. It is designed to delve into the theoretical aspects of machine learning, covering topics such as statistical learning theory, complexity theory, algorithmic efficiency, and differential privacy. The seminar aims to equip students with a robust understanding of how and why machine learning algorithms work, enabling them to design and implement more effective and efficient models.

Students have the option of registering for a 3-credit hour project, which provides the opportunity to engage with the topic through a project for those seeking a more hands-on experience in the course.  Recommended Prerequisite(s): machine learning or an algorithm course is strongly recommended.",,Standard Letter,Taught in English,GRADUATE SEMINAR IN LEARNING THEORY,,Must be enrolled in one of the following Level(s): Graduate,GR SEM ON LEARNING THEORY
COMP 607,607,Seminar,http://www.cs.rice.edu/~vardi/comp607/,1,COMP,Computer Science,"This seminar introduces digital humanism from a diverse range of disciplines. Following the 2019 Vienna Manifesto on Digital Humanism, which called for shaping technologies in accordance with human values and needs, the seminar will investigate the complex interplay of technology and humankind, for a better society and life, fully respecting universal human rights.  Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,INTRODUCTION TO DIGITAL HUMANISM,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO DIGITAL HUMANISM
COMP 608,608,Lecture,,3,COMP,Computer Science,"This course prepares students in the Master of Computer Science program to communicate effectively and ethically in professional environments. Students will learn to navigate diverse communication situations by understanding various workplace contexts, audiences, and roles and adapting their written, oral, and visual communication to these situations. Students will apply communication principles and strategies to explain technical ideas clearly, manage intercultural team dynamics constructively, and communicate effectively across industry-standard formats, genres, and tools. 
Through interactive classroom activities, ongoing practice, and consistent feedback, students will develop their ability to explain their communication and design decisions in ways that demonstrate ethical reasoning. By the end of the course, students will be equipped to communicate with more confidence, cultural awareness, and integrity in a variety of professional and technical settings.",,Standard Letter,Taught in English,WORKPLACE COMMUNICATION FOR COMPUTER SCIENCE PROFESSIONALS,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Degree(s): Master of Comp Sci & Eng,WORKPLACE COMM FOR COMP SCI
COMP 610,610,Lecture/Laboratory,,3,COMP,Computer Science,"This course focuses on modern principles for the construction of large-scale programs, with an emphasis on design patterns, modern programming tools, and team management. The material will be applied in a substantial software design/construction project. The course has a significant oral and written communication component where students will be required to document and present their software design. In order to enroll in an online section of this course, you are expected to have a working camera and microphone. During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,SOFTWARE CONSTRUCTION,COMP 613 OR COMP 614,Must be enrolled in one of the following Program(s): Online Master Computer ScienceMust be enrolled in one of the following Level(s): Graduate,SOFTWARE CONSTRUCTION
COMP 611,611,Seminar,,1 TO 3,COMP,Computer Science,This course will cover a selection of topics from the areas of programming languages and formal methods. all students will read classical and recent papers on the selected topics and give presentations on them. A student may elect to perform a semester-long project on a topics related to the content of the course and write a short report on their findings.  Repeatable for Credit.,,Satisfactory/Unsatisfactory,Taught in English,TOPICS IN PROGRAMMING LANGUAGES AND FORMAL METHODS,,Must be enrolled in one of the following Level(s): Graduate,PROGRAMMING & FORMAL METHODS
COMP 613,613,Lecture,,3,COMP,Computer Science,"This course covers important concepts of programming languages that are critical to understanding and constructing software artifacts. These concepts will be studied in the context of multiple programming paradigms, including functional and object-oriented programming. By using different paradigms, you will learn to think more deeply than in terms of a single approach or the syntax of one language. This course aims to provide a framework for understanding how to use language constructs effectively and how to design correct and elegant programs in any language. In order to enroll in an online section of this course, you are expected to have a working camera and microphone.  During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,PROGRAMMING LANGUAGES AND DESIGN,COMP 614,Must be enrolled in one of the following Program(s): Master of Comp Sci & Eng'gOnline Master Computer ScienceMaster of Computer ScienceMust be enrolled in one of the following Level(s): Graduate,PROGRAMMING LANGUAGES
COMP 614,614,Lecture,,3,COMP,Computer Science,"An introduction to computer programming designed to give an overview of programming and algorithmic topics commonly seen in Data Science, such creating and manipulating data structures, graphs, dynamic programming, sorting and heuristic search algorithms. Students learn how to think about these problems and how to structure effective solutions to them using Python. No prior programming knowledge is required or expected. In order to enroll in an online section of this course, you are expected to have a working camera and microphone.  During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,COMPUTER PROGRAMMING FOR DATA SCIENCE,,Must be enrolled in one of the following Program(s): Online Mstr Eng Mgmt LeadrshipOnline Master Computer ScienceOnline Master of Data ScienceMaster of Data ScienceMaster of Eng Mgmt & LeadershpMust be enrolled in one of the following Level(s): Graduate,PROGRAMMING FOR DATA SCIENCE
COMP 620,620,Seminar,,1,COMP,Computer Science,Content varies at discretion of instructor.  Repeatable for Credit.,,Satisfactory/Unsatisfactory,Taught in English,GRADUATE SEMINAR IN COMPUTER SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,GRAD SEMINAR COMP SYSTEMS
COMP 621,621,Lecture,,3,COMP,Computer Science,"Modern computer systems are designed and implemented in a layered fashion, wherein each layer builds upon those beneath it, providing abstractions for processing, memory, and I/O that are progressively more abstracted from the hardware and easier to use than those of the underlying layers.  While this layered architecture has made building systems easier, it has also made understanding their behavior and performance more difficult. Every layer from the managed run-time environments used by modern programming languages to the hypervisor play a role in processor scheduling, memory management, and I/O, making it oftentimes difficult to pinpoint which layer of the system is interacting poorly with a program.  This class will teach students about the fundamental characteristics of the abstractions for processing, memory, and I/O at each layer of a modern computer system, so that they might understand the functionality provided by each layer, and instruct them on the use of modern debugging, profiling, and tracing tools, so that they are equipped to characterize the behavior and performance of their programs. In order to enroll in an online section of this course, you are expected to have a working camera and microphone.  During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,SYSTEMS SOFTWARE,COMP 613 OR COMP 614,Must be enrolled in one of the following Program(s): Online Master Computer ScienceMaster of Computer ScienceMust be enrolled in one of the following Level(s): Graduate,SYSTEMS SOFTWARE
COMP 622,622,Lecture,,3,COMP,Computer Science,"Given their growing power in the twenty-first century, data scientists have duties both to society and their own profession to wield that power wisely and responsibly. In this discussion-and reflection-oriented course students will apply fundamentals of moral philosophy and social responsibility to current issues in data science.  Mutually Exclusive: Cannot register for COMP 622 if student has credit for COMP 510/COMP 604.",,Standard Letter,Taught in English,DATA ETHICS,,Must be enrolled in one of the following Program(s): Online Master of Data ScienceOnline Master Computer ScienceMaster of Computer ScienceMaster of Data ScienceMust be enrolled in one of the following Level(s): Graduate,DATA ETHICS
COMP 625,625,Lecture,,3,COMP,Computer Science,"It has become increasingly important to understand the underlying properties of modern computer architectures.  System organization, including memory hierarchies, parallel processor organization, and interconnection networks can have a large impact on the performance of software systems.  This course aims to provide a foundational understanding of key computer architecture concepts and their impact on performance.",,Standard Letter,Taught in English,COMPUTER ARCHITECTURE,,Must be enrolled in one of the following Program(s): Online Master Computer ScienceMust be enrolled in one of the following Level(s): Graduate,COMPUTER ARCHITECTURE
COMP 628,628,Lecture,,3,COMP,Computer Science,"This introductory cybersecurity course includes topics relevant to core components of cybersecurity technologies, processes, and practices designed to protect networks, computers, and data from attack, damage, and unauthorized access. Specifically how to  identify, protect, detect, respond, and recover. Topics include threat landscape, cryptography, malware, network security, and cloud security. In order to enroll in an online section of this course, you are expected to have a working camera and microphone.  During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,CYBERSECURITY,,Must be enrolled in one of the following Program(s): Online Mstr Eng Mgmt LeadrshipOnline Master of Data ScienceMaster of Computer ScienceOnline Master Computer ScienceMust be enrolled in one of the following Level(s): Graduate,CYBERSECURITY
COMP 630,630,Lecture,,3,COMP,Computer Science,"This course is an introduction to relational and other (NoSQL) database systems, SQL programming, and database design. This course will teach students how to understand trade-offs in database design, to create well-designed databases, and to develop proficiency in effectively managing data in a database. The course is focused on developing skills as a database designer and power-user. It also includes discussions of database implementation details to enable students to understand underlying system functionality and how that impacts decisions a database designer makes. In order to enroll in an online section of this course, you are expected to have a working camera and microphone.  During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,DATABASES,,Must be enrolled in one of the following Program(s): Online Master of Data ScienceOnline Master Computer ScienceMust be enrolled in one of the following Level(s): Graduate,DATABASES
COMP 631,631,Lecture,,3,COMP,Computer Science,"It is the information age! We face challenges brought by large-scale and unstructured information on open systems such as the Web or social media. Through this course, we'll study the theory, design, and implementation of text-based and Web-based information retrieval systems, including an examination of web and social media mining algorithms and techniques at the core of modern search and data mining applications.  Recommended Prerequisite(s): Linear Algebra and Basic Probability Theory",,Standard Letter,Taught in English,INTRODUCTION TO INFORMATION RETRIEVAL,,Must be enrolled in one of the following Level(s): Graduate,INTRO TO INFO RETRIEVAL
COMP 640,640,Seminar,,1 TO 3,COMP,Computer Science,A reading course covering the latest developments in statistical machine learning and pattern recognition.  Recommended Prerequisite(s): COMP 440. Repeatable for Credit.,,Standard Letter,Taught in English,GRADUATE SEMINAR IN MACHINE LEARNING,,Must be enrolled in one of the following Level(s): Graduate,GR SEM IN MACHINE LEARNING
COMP 641,641,Seminar,,1 TO 3,COMP,Computer Science,"Many applications of machine learning involve humans in the loop (e.g., the programmer implementing the algorithm, the domain expert specifying the features/labels, or the end user making decisions using the learned model). This course is a discussion-based seminar focusing on the design, analysis, and evaluation of machine learning techniques with explicit emphasis on the human(s) in the loop. Topics include reinforcement learning with human teachers, active learning, interpretability, learning beyond labels, and human-in-the-loop Bayesian inference.  Recommended Prerequisite(s): COMP 382 and STAT 315/DSCI 301 and CAAM 335 Repeatable for Credit.",,Standard Letter,Taught in English,GRADUATE SEMINAR ON INTERACTIVE MACHINE LEARNING,,Must be enrolled in one of the following Level(s): Graduate,INTERACTIVE MACH LEARNING
COMP 642,642,Lecture,,3,COMP,Computer Science,"Machine learning is the process of automatically inferring a function from a set of data. In essence, machine learning techniques seek to automate the inductive learning process that humans do so well. Furthermore, the availability of large training sets combined with significant computing power has made machine learning an extremely important body of knowledge across a large range of application domains. A small sample of some of the application domains include robotics, medicine, speech/facial recognition, and driving autonomous vehicles. This course will focus on providing a foundational understanding of modern algorithms in machine learning, focusing on practical applications. Enrollment in online sections limited to students in the OMCS or OMDS programs. Enrollment in in person sections limited to students in the MCS or MDS programs. In order to enroll in an online section of this course, you are expected to have a working camera and microphone.  During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,MACHINE LEARNING,COMP 682 OR COMP 614,Must be enrolled in one of the following Program(s): Online Master of Data ScienceOnline Master Computer ScienceMaster of Computer ScienceMaster of Data ScienceMust be enrolled in one of the following Level(s): Graduate,MACHINE LEARNING
COMP 643,643,Lecture,,3,COMP,Computer Science,"This course is an introduction to modern data science. Data science is the study of how to extract actionable, non-trivial knowledge from data. The course will focus on software tools used by practitioners of modern data science, the mathematical and statistical models that are employed in conjunction with such software tools and the applications of these tools and systems to different problems and domains. In particular, this class explores the use of these tools and models in the analysis of “big” data, that is datasets that are too large to be analyzed on a typical personal computer. In order to enroll in an online section of this course, you are expected to have a working camera and microphone.  During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,BIG DATA,COMP 630,Must be enrolled in one of the following Program(s): Online Mstr Eng Mgmt LeadrshipOnline Master of Data ScienceMaster of Data ScienceOnline Master Computer ScienceMust be enrolled in one of the following Level(s): Graduate,BIG DATA
COMP 644,644,Lecture,,3,COMP,Computer Science,"This course will cover types of threats in data and computer systems. This includes foundational computer security material such as encryption, public-private key systems. In addition, foundations of data privacy and security, including models of disclosure, k-anonymity, and differential privacy, will be covered. In order to enroll in an online section of this course, you are expected to have a working camera and microphone.  During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,DATA PRIVACY & SECURITY,,Must be enrolled in one of the following Program(s): Online Master Computer ScienceOnline Master of Data ScienceMaster of Data ScienceMust be enrolled in one of the following Level(s): Graduate,DATA PRIVACY & SECURITY
COMP 645,645,Seminar,,1 TO 3,COMP,Computer Science,"We will learn about and discuss recent advances in various areas in computer systems, including topics on security, distributed systems, networking, operating systems, and databases. The seminar will be divided into several sections, with each section focusing on one research trend. In each class, students will read one classic paper on the topic, and present two recent papers that describe the stat of the art. Students can also team up and do a semester-long research project on any relevant topics. All students will need to make a final presentation at the end of the class on a potential project idea; for students that choose to do a semester-long project, they will also submit a six-page report on their project, in addition to giving a final presentation. Instructor Permission Required.Cross-list: ELEC 692. Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,ADVANCED TOPICS IN DISTRIBUTED SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,ADV TOPICS IN DISTRIBUTED SYST
COMP 646,646,Lecture,,3,COMP,Computer Science,"Visual recognition and language understanding are two challenging tasks in AI. In this course we will study and acquire the skills to build machine learning and deep learning models that can reason about images and text for generating image descriptions, visual question answering, image retrieval, and other tasks involving both text and images. On the technical side we will leverage models such as recurrent neural networks (RNNs), convolutional neural networks (CNNs), and transformer networks (e.g. BERT), among others.  Mutually Exclusive: Cannot register for COMP 646 if student has credit for COMP 647.",,Standard Letter,Taught in English,DEEP LEARNING FOR VISION AND LANGUAGE,,Must be enrolled in one of the following Program(s): Master of Data ScienceMaster of Computer ScienceMust be enrolled in one of the following Level(s): Graduate,DEEP LEARN FOR VISION AND LANG
COMP 647,647,Lecture,,3,COMP,Computer Science,"In this course, students will learn the fundamentals of neural networks and deep learning along with their applications in several domains, such as computer vision and natural language processing. In order to enroll in an online section of this course, you are expected to have a working camera and microphone. During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.  Recommended Prerequisite(s): 1. Proficiency in Python 3. 2. Familiarity with fundamental concepts of calculus, including partial derivatives, chain rule, total derivatives, derivatives and partial derivatives of vectors and matrices. 3. Familiarity with fundamental concepts of probability and statistics, including probability distributions, density functions, computing probabilities, expectation, variance, multivariate distributions, random variables and multivariate random variables. 4. Familiarity with fundamental concepts of linear algebra, such as inner products, vector spaces, vector and matrix norms, rank of a matrix, positive definite matrices, and matrix factorization, e.g., spectral decomposition and singular value decomposition. 5. Familiarity with fundamental concepts of machine learning and optimization theory, such as loss functions, gradient descent, maximum likelihood estimation, MAP estimation, and principal component analysis. Mutually Exclusive: Cannot register for COMP 647 if student has credit for COMP 646/ELEC 576.",,Standard Letter,Taught in English,DEEP LEARNING,,Must be enrolled in one of the following Program(s): Online Master of Data ScienceOnline Master Computer ScienceMust be enrolled in one of the following Level(s): Graduate,DEEP LEARNING
COMP 648,648,Seminar,,1 OR 3,COMP,Computer Science,"This seminar will explore and analyze the current literature in computer vision, especially focusing on computational methods for visual recognition. Our topics include image classification and understanding, object detection, image segmentation, and other high-level perceptual tasks  Recommended Prerequisite(s): COMP 547, COMP 646, or COMP 546 Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,GRADUATE SEMINAR ON COMPUTER VISION,,Must be enrolled in one of the following Level(s): Graduate,COMPUTER VISION SEMINAR
COMP 649,649,Seminar,,1,COMP,Computer Science,"The seminar will introduce quantum computing to students with linear algebra and algorithms knowledge. The outline is listed as follows: 1) What is quantum computing? We will introduce quantum states, quantum operators, measurements, and other quantum information principles widely used in quantum computing. 2) How do quantum algorithms change the landscape of computer science? Will see quantum algorithms, such as Deutch-Josza algorithms, Simon’s algorithm, Shor’s algorithms, Grover’s search, Watrous’s rewinding algorithms, Hamiltonian simulation algorithms, HHL algorithms, Block-encoding and singular value transformation, and more. 3) What’s the limit of quantum algorithms? We will see some techniques to prove the limits of quantum algorithms on specific problems, such as polynomial methods and the compressed oracle method. 4) Brainstorming together. Students need to select some research papers to present to me, and we will have some group discussions on related topics.  Recommended Prerequisite(s): COMP 414 and COMP 487 Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,QUANTUM COMPUTING SEMINAR — KNOW THE QUANTUM COMPUTING WORLD FROM ALGORITHMS,,Must be enrolled in one of the following Level(s): Graduate,QUANTUM COMPUTING SEMINAR
COMP 650,650,Seminar,,1 TO 3,COMP,Computer Science,"Methods, tools and theories for reasoning about problems with physical constraints. The student may elect to perform a project to receive more than 1 credit hour. Instructor Permission Required. Repeatable for Credit.",,Standard Letter,Taught in English,PHYSICAL COMPUTING,,Must be enrolled in one of the following Level(s): Graduate,PHYSICAL COMPUTING
COMP 652,652,Lecture,,3,COMP,Computer Science,"This is an introductory graduate-level course in Natural Language Processing (NLP), where students will learn the fundamental concepts of computational linguistics, probabilistic language models, neural representations of language, and text parsing. Further, the course includes several applications of these concepts for solving real-world problems, such as sentiment analysis, information extraction, question answering, and the design of chatbots. Students will complete individual assignments, a literature review, and a team project designed to provide them with the exposure necessary to develop, build, design, and train NLP methods and models for different real-world tasks. In addition, relevant state-of-the-art algorithms and architectures will be discussed.  Recommended Prerequisite(s): Familiarity with fundamental concepts of calculus, including partial derivatives, chain rule, total derivatives, derivatives and partial derivatives of vectors and matrices. Familiarity with fundamental concepts of probability and statistics, including probability distributions, density functions, computing probabilities, expectation, variance, multivariate distributions, random variables and multivariate random variables. Familiarity with fundamental concepts of linear algebra, such as inner products, vector spaces, vector and matrix norms, rank of a matrix, positive definite matrices, and matrix factorization, e.g., spectral decomposition and singular value decomposition. Familiarity with fundamental concepts of machine learning and optimization theory, such as loss functions, gradient descent, maximum likelihood estimation, MAP estimation, dimensionality reduction, principal component analysis, Naive Bayes algorithm, and logistic regression.",,Standard Letter,Taught in English,NATURAL LANGUAGE PROCESSING,COMP 614 AND COMP 642 AND COMP 680,Must be enrolled in one of the following Program(s): Online Master of Data ScienceOnline Master Computer ScienceMaster of Computer ScienceMaster of Data ScienceMust be enrolled in one of the following Level(s): Graduate,NATURAL LANGUAGE PROCESSING
COMP 653,653,Lecture,,3,COMP,Computer Science,"This course is a graduate-level course of the online Master Data Science (MDS) program in the
machine learning specialization. This is an advanced machine learning course, where students will
study fundamental concepts of probability theory and statistical theory, understand various machine learning topics from the viewpoint of statistics. Furthermore, the course will discuss several practical machine learning problems (e.g., generalization, robustness, and explainable artificial intelligence) and the state-of-the-art statistical algorithms that can solve these practical problems in the real world.",,Standard Letter,Taught in English,STATISTICAL MACHINE LEARNING,COMP 614 AND COMP 642 AND COMP 680,Must be enrolled in one of the following Program(s): Online Master of Data ScienceOnline Master Computer ScienceMust be enrolled in one of the following Level(s): Graduate,STATISTICAL MACHINE LEARNING
COMP 655,655,Seminar,,1 TO 3,COMP,Computer Science,"This course provides a survey of autonomous robotic manipulation systems. In particular, we are interested in the most influential recent research, as well as the necessary fundamental concepts that have paved the roads. By reading relevant papers from top journals and conferences, we will discuss problems including grasping, motion planning, prehensile and non-prehensile manipulation, affordance and task modeling, hand design, and perception. Centered around the recent rapid development of various sensor technology, we will try to bridge the gaps between sensing modalities to each of the major problems in manipulation, with an emphasis on understanding how sensing modalities interact with other components in the system. Upon the completion of this course, students should have gained a comprehensive understanding of robotic manipulation as a research field, and should be able to define, formulate and analyze relevant scientific problems on a research level.  Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,ADVANCED TOPICS IN ROBOTIC MANIPULATION;,,Must be enrolled in one of the following Level(s): Graduate,ROBOTIC MANIPULATION
COMP 665,665,Lecture,,3,COMP,Computer Science,"Data is being generated by humans and algorithms at an astounding rate.  Having the ability to analyze and interpret this data visually is a key technique for coping with this explosion.  This class will cover the basic ways that various types of data can be visualized and what properties distinguish useful visualizations from not so useful ones. The class will use Python as both the primary tool for processing the data as well creating visualizations of this data. To enhance the students’ depth of knowledge, the class will also cover some of the geometric algorithms used to create advanced visualizations. In order to enroll in an online section of this course, you are expected to have a working camera and microphone. During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,DATA VISUALIZATION,,Must be enrolled in one of the following Program(s): Online Mstr Eng Mgmt LeadrshipOnline Master Computer ScienceOnline Master of Data ScienceMaster of Computer ScienceMaster of Data ScienceMust be enrolled in one of the following Level(s): Graduate,DATA VISUALIZATION
COMP 670,670,Seminar,,1,COMP,Computer Science,"This course is a discussion based seminar covering recent advances in computational methods and tools in biomedical research.
  Repeatable for Credit.",,Satisfactory/Unsatisfactory,Taught in English,GRADUATE SEMINAR ON COMPUTATIONAL BIOLOGY,,Must be enrolled in one of the following Level(s): Graduate,GR SEM ON COMP BIOLOGY
COMP 677,677,"Internship/Practicum, Laboratory, Lecture, Lecture/Laboratory, Seminar",,1 OR 3,COMP,Computer Science,Topics and credit hours vary each semester. Contact department for current semester's topic(s).  Repeatable for Credit.,,Standard Letter,Taught in English,SPECIAL TOPICS,,Must be enrolled in one of the following Level(s): Visiting GraduateGraduate,SPECIAL TOPICS
COMP 680,680,Lecture,,3,COMP,Computer Science,"Probability and statistics are essential tools in computer science and data science. They are at the heart of areas such as efficiency analysis of algorithms and randomized algorithms and central to fields like bioinformatics, social informatics, and, of course, machine learning. Furthermore, probability and statistics are essential for data science, as they are the foundation for quantifying uncertainty and assessing support for hypotheses and derived models. This course covers topics in probability and statistics, including probability and random variables, basic stochastic processes, basic descriptive statistics, and various methods for statistical inference and measuring support. In order to enroll in an online section of this course, you are expected to have a working camera and microphone. During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in-person class.",,Standard Letter,Taught in English,STATISTICS FOR COMPUTING AND DATA SCIENCE,,Must be enrolled in one of the following Program(s): Online Master Computer ScienceOnline Master of Data ScienceMaster of Data ScienceMust be enrolled in one of the following Level(s): Graduate,STATS COMPUTING DATA SCIENCE
